"genotype","estimate","SE","quasiSE","quasiVar","environment","ref_gen"
"TMS-14F1310P0015",0.169141006673578,0.979273519408659,0.743216946491893,0.552371429552733,"Benue-2021","IITA-TMS-IBA000070"
"TMS-IBA961632",2.54847543524256,1.19948044552019,0.959118748434055,0.919908773597708,"Benue-2021","IITA-TMS-IBA000070"
"IITA-TMS-IBA000070",0,0,0.764990020381527,0.58520973128333,"Imo-2019","IITA-TMS-IBA000070"
"IITA-TMS-IBA30572",-0.0985971819778761,0.980660851775186,0.695482629535892,0.483696087986159,"Imo-2019","IITA-TMS-IBA000070"
"IITA-TMS-IBA980581",-2.00453661187884,1.01992073683115,0.762410849441742,0.581270303346479,"Imo-2019","IITA-TMS-IBA000070"
"K195",-2.56740572296354,1.0527888845739,0.717336474740749,0.514571617993486,"Imo-2019","IITA-TMS-IBA000070"
"TMEB2",-0.843390878944171,1.07321522696661,0.747341743502583,0.558519681581481,"Imo-2019","IITA-TMS-IBA000070"
"TMEB419",-2.61083056246624,1.01199779854588,0.648948426449272,0.421134060190986,"Imo-2019","IITA-TMS-IBA000070"
"TMEB693",-1.15958029244869,1.13182100740133,0.80358697077238,0.64575201959513,"Imo-2019","IITA-TMS-IBA000070"
"TMEB7",-1.64932096212601,1.05341244200249,0.702442065394866,0.493424855236205,"Imo-2019","IITA-TMS-IBA000070"
"TMS-13F1049P0001",-3.48124387800976,0.96510002923025,0.742732438748607,0.551651475569454,"Imo-2019","IITA-TMS-IBA000070"
"TMS-13F1053P0010",-0.507368416703052,1.01530897898127,0.711580718077251,0.506347118339336,"Imo-2019","IITA-TMS-IBA000070"
"TMS-13F1088P0007",-4.21564930808035,1.21805637069171,0.956904441766734,0.915666110672905,"Imo-2019","IITA-TMS-IBA000070"
"TMS-13F1153P0001",-2.57361673783533,1.00019406787169,0.611458159067772,0.373881080290548,"Imo-2019","IITA-TMS-IBA000070"
"TMS-13F1160P0004",-2.38953412493775,1.01499369122632,0.643344894073914,0.413892652730975,"Imo-2019","IITA-TMS-IBA000070"
"TMS-13F1307P0016",-1.53970045299362,1.12396668454625,0.786460878807981,0.618520713895423,"Imo-2019","IITA-TMS-IBA000070"
"TMS-13F1343P0002",-2.77795267264147,1.03946922636096,0.652459668872628,0.42570361950538,"Imo-2019","IITA-TMS-IBA000070"
"TMS-13F1343P0022",-1.61254909909091,1.00878416799552,0.603978509094032,0.364790039447449,"Imo-2019","IITA-TMS-IBA000070"
"TMS-13F1343P0044",-1.7547304939228,1.00493037000306,0.612009667779975,0.374555833456155,"Imo-2019","IITA-TMS-IBA000070"
"TMS-13F2110P0008",-1.74740039915876,1.00990655308836,0.635043075379896,0.403279707587956,"Imo-2019","IITA-TMS-IBA000070"
"TMS-14F1035P0004",-1.13833389574668,1.02078595024546,0.64011601012888,0.409748506423316,"Imo-2019","IITA-TMS-IBA000070"
"TMS-14F1195P0005",-2.11073767596173,0.998347697646311,0.611353042881568,0.373752543040552,"Imo-2019","IITA-TMS-IBA000070"
"TMS-14F1223P0007",-2.27406049904079,1.05288322324833,0.735722452144505,0.541287526589524,"Imo-2019","IITA-TMS-IBA000070"
"TMS-14F1287P0008",-2.50105275219249,1.10556542708721,0.778398561235239,0.605904320133089,"Imo-2019","IITA-TMS-IBA000070"
"TMS-14F1291P0003",-0.913536580378367,1.15248156878444,0.845650851618441,0.715125362842994,"Imo-2019","IITA-TMS-IBA000070"
"TMS-14F1291P0012",-1.27821033193006,0.900232837170935,0.612967804690248,0.375729529586782,"Imo-2019","IITA-TMS-IBA000070"
"TMS-14F1301P0004",-1.79347117985835,1.03516118638372,0.668717632603682,0.447183272155072,"Imo-2019","IITA-TMS-IBA000070"
"TMS-14F1301P0013",-2.3046065005727,0.914810621970443,0.598445185209492,0.358136639700423,"Imo-2019","IITA-TMS-IBA000070"
"TMS-14F1306P0015",-1.87355251700266,1.04239883071119,0.66807544917189,0.446324805786223,"Imo-2019","IITA-TMS-IBA000070"
"TMS-14F1310P0004",-1.24896828386462,1.01673599773651,0.68609854934087,0.470731219407646,"Imo-2019","IITA-TMS-IBA000070"
"TMS-14F1310P0015",-1.59230924408814,0.984946691939608,0.574510907386053,0.330062782705546,"Imo-2019","IITA-TMS-IBA000070"
"TMS-IBA961632",-2.58848203183214,1.0076954534142,0.604550967638185,0.365481872472266,"Imo-2019","IITA-TMS-IBA000070"
"IITA-TMS-IBA000070",0,0,0.620235419724798,0.384691975881196,"Imo-2021","IITA-TMS-IBA000070"
"IITA-TMS-IBA30572",1.05818244733586,0.88087004017685,0.59941257054541,0.359295429727856,"Imo-2021","IITA-TMS-IBA000070"
"IITA-TMS-IBA980581",0.0466089461481488,0.814695357841008,0.506888910608235,0.256936367697603,"Imo-2021","IITA-TMS-IBA000070"
"K195",-1.07237184231172,0.800597252527587,0.534626662365493,0.285825668112067,"Imo-2021","IITA-TMS-IBA000070"
"TMEB2",-0.0906924230191996,0.842247587525854,0.537836034310968,0.289267599803349,"Imo-2021","IITA-TMS-IBA000070"
"TMEB419",-0.483543409712353,0.758018298525118,0.537617583949149,0.28903266657132,"Imo-2021","IITA-TMS-IBA000070"
"TMEB693",0.417848510670301,0.766503299970423,0.486991553265352,0.2371607729518,"Imo-2021","IITA-TMS-IBA000070"
"TMEB7",0.247655329585773,0.831880026443071,0.522094580000956,0.272582750466375,"Imo-2021","IITA-TMS-IBA000070"
"TMS-13F1049P0001",0.333788834738961,0.848092033150286,0.558926931924065,0.312399315230048,"Imo-2021","IITA-TMS-IBA000070"
"TMS-13F1053P0010",0.302090993514976,0.794863892549968,0.509232752718136,0.25931799644089,"Imo-2021","IITA-TMS-IBA000070"
"TMS-13F1088P0007",0.00427362091694668,0.841256085236049,0.541525309293361,0.293249660605271,"Imo-2021","IITA-TMS-IBA000070"
"TMS-13F1153P0001",-2.0613833497007,0.935132818196869,0.691396927805589,0.478029711779007,"Imo-2021","IITA-TMS-IBA000070"
"TMS-13F1160P0004",0.831908380131886,0.813049585963729,0.503188377730846,0.253198543483401,"Imo-2021","IITA-TMS-IBA000070"
"TMS-13F1307P0016",-1.18430249663073,0.837488316972349,0.554812389556552,0.307816787605452,"Imo-2021","IITA-TMS-IBA000070"
"TMS-13F1343P0022",1.50793299095331,0.875359369626414,0.593644241270268,0.352413485193352,"Imo-2021","IITA-TMS-IBA000070"
"TMS-13F1343P0044",0.528501813582044,0.805721595038724,0.491377880192687,0.241452221142659,"Imo-2021","IITA-TMS-IBA000070"
"TMS-13F2110P0008",-0.484672211848772,0.813887668694715,0.509258997865799,0.259344726907277,"Imo-2021","IITA-TMS-IBA000070"
"TMS-14F1035P0004",-0.647795500904033,0.839392222852999,0.535233968968904,0.286475401538206,"Imo-2021","IITA-TMS-IBA000070"
"TMS-14F1195P0005",0.856505769149994,0.779161121053022,0.506934626303246,0.256982715345212,"Imo-2021","IITA-TMS-IBA000070"
"TMS-14F1223P0007",0.139615492602858,0.783920422254968,0.490966714552855,0.241048314798825,"Imo-2021","IITA-TMS-IBA000070"
"TMS-14F1287P0008",0.756032619847631,0.832443568171281,0.559602419143529,0.31315486751129,"Imo-2021","IITA-TMS-IBA000070"
"TMS-14F1291P0003",-0.0998198159610023,0.824023346440422,0.518346163123132,0.268682744824473,"Imo-2021","IITA-TMS-IBA000070"
"TMS-14F1301P0013",0.706314832152806,0.757922656241423,0.516575134275636,0.266849869351892,"Imo-2021","IITA-TMS-IBA000070"
"TMS-14F1306P0015",1.83795030441344,0.880707190484898,0.624558614756491,0.390073463266547,"Imo-2021","IITA-TMS-IBA000070"
"TMS-14F1310P0004",-0.691338182655192,0.818798493843259,0.573105331673869,0.328449721193015,"Imo-2021","IITA-TMS-IBA000070"
"TMS-14F1310P0015",0.231987142756827,0.811755761130742,0.506911655899568,0.256959426886842,"Imo-2021","IITA-TMS-IBA000070"
"TMS-IBA961632",-1.4075657074508,0.920039939153224,0.659415203541437,0.434828410661594,"Imo-2021","IITA-TMS-IBA000070"
"IITA-TMS-IBA000070",0,0,1.2817243907707,1.64281741389653,"Osun-2019","IITA-TMS-IBA000070"
"IITA-TMS-IBA30572",-2.25901151903819,1.47246402859145,0.827630774575552,0.684972699024528,"Osun-2019","IITA-TMS-IBA000070"
"IITA-TMS-IBA980581",-2.5215153200159,1.51988693816555,0.756734333861019,0.57264685204408,"Osun-2019","IITA-TMS-IBA000070"
"K195",-2.87448053910369,1.47140273966716,0.674966417272022,0.455579664445029,"Osun-2019","IITA-TMS-IBA000070"
"TMEB2",-2.72408522309147,1.50109545726289,0.726680520355388,0.528064578663978,"Osun-2019","IITA-TMS-IBA000070"
"TMEB419",-1.75560468975459,1.49783287409236,0.678083354544387,0.459797035710168,"Osun-2019","IITA-TMS-IBA000070"
"TMEB693",-4.07740420422836,1.68218499139501,1.08936045911832,1.18670620989048,"Osun-2019","IITA-TMS-IBA000070"
"TMEB7",-3.09582289501833,1.98473285255011,1.50918690224466,2.27764510590683,"Osun-2019","IITA-TMS-IBA000070"
"TMS-13F1049P0001",-1.46645057567417,1.50221422668352,0.692837996738437,0.480024489724531,"Osun-2019","IITA-TMS-IBA000070"
"TMS-13F1053P0010",-3.32532272717606,1.67543288015562,1.04677564678879,1.0957392547101,"Osun-2019","IITA-TMS-IBA000070"
"TMS-13F1088P0007",-0.195057290839251,1.35420202507286,1.02241943128902,1.04534149347736,"Osun-2019","IITA-TMS-IBA000070"
"TMS-13F1153P0001",-1.31258074953508,1.48046861251307,0.640882730637421,0.410730674429277,"Osun-2019","IITA-TMS-IBA000070"
"TMS-13F1160P0004",-3.27261567400774,1.54889748154947,0.820168575836055,0.672676492788942,"Osun-2019","IITA-TMS-IBA000070"
"TMS-13F1307P0016",-1.92958587880521,1.47450489839642,0.668920742502827,0.447454959750533,"Osun-2019","IITA-TMS-IBA000070"
"TMS-13F1343P0002",-0.667563352391689,1.48005179373452,0.778780202959083,0.606498604520991,"Osun-2019","IITA-TMS-IBA000070"
"TMS-13F1343P0022",-1.38878954070593,1.81862002924863,1.24543479105647,1.55110781877387,"Osun-2019","IITA-TMS-IBA000070"
"TMS-13F1343P0044",-2.03023776117235,1.51946054916091,0.785047193951432,0.616299096731017,"Osun-2019","IITA-TMS-IBA000070"
"TMS-13F2110P0008",-0.765733209041899,1.74439357237075,1.12546827890634,1.26667884682441,"Osun-2019","IITA-TMS-IBA000070"
"TMS-14F1035P0004",-2.90406523554018,1.50675795235801,0.745858465903026,0.556304851159215,"Osun-2019","IITA-TMS-IBA000070"
"TMS-14F1195P0005",-0.828971392762128,1.52725358478829,0.764724082750877,0.58480292273917,"Osun-2019","IITA-TMS-IBA000070"
"TMS-14F1223P0007",0.0898188143817063,1.5803209230795,0.989438350145679,0.978988248739003,"Osun-2019","IITA-TMS-IBA000070"
"TMS-14F1287P0008",-3.21707919351443,1.50990644773656,0.817866800712293,0.668906103707361,"Osun-2019","IITA-TMS-IBA000070"
"TMS-14F1291P0003",-1.13816288892588,1.46017854057429,0.631586191266526,0.398901116998557,"Osun-2019","IITA-TMS-IBA000070"
"TMS-14F1291P0012",-2.27879343500692,1.47115636029064,0.62178556321877,0.386617286627284,"Osun-2019","IITA-TMS-IBA000070"
"TMS-14F1301P0004",-1.45025234746675,1.47500736429743,0.738610538677161,0.545545527844966,"Osun-2019","IITA-TMS-IBA000070"
"TMS-14F1301P0013",-2.20898993293003,1.54487742435073,0.807127045645498,0.651454067812429,"Osun-2019","IITA-TMS-IBA000070"
"TMS-14F1306P0015",-1.3060133421558,1.51042521376455,0.791387420742643,0.626294049709693,"Osun-2019","IITA-TMS-IBA000070"
"TMS-14F1310P0004",-1.2638132499128,1.66683289481766,1.0007647833107,1.00153015151492,"Osun-2019","IITA-TMS-IBA000070"
"TMS-14F1310P0015",-2.34574276964586,1.57767818953487,0.897138766808368,0.804857966910439,"Osun-2019","IITA-TMS-IBA000070"
"TMS-IBA961632",-0.30182749130388,1.32135909624854,0.9284514595593,0.862022112757794,"Osun-2019","IITA-TMS-IBA000070"
"IITA-TMS-IBA000070",0,0,0.637921973040184,0.406944443687481,"Osun-2021","IITA-TMS-IBA000070"
"IITA-TMS-IBA30572",-1.85969381787125,0.851217706370552,0.568997763667784,0.32375845505894,"Osun-2021","IITA-TMS-IBA000070"
"IITA-TMS-IBA980581",-0.8135578236833,0.828714744594183,0.588639120447433,0.346496014121128,"Osun-2021","IITA-TMS-IBA000070"
"K195",-1.09400384428151,0.827900221463209,0.569862800423031,0.324743611305979,"Osun-2021","IITA-TMS-IBA000070"
"TMEB2",-1.38040037434976,0.842525640589927,0.532056785282459,0.283084422765105,"Osun-2021","IITA-TMS-IBA000070"
"TMEB419",-1.01194935984766,0.825805470602728,0.487256826854741,0.237419215316551,"Osun-2021","IITA-TMS-IBA000070"
"TMEB693",-1.52489565155069,0.826884553628115,0.508217589070657,0.258285117840792,"Osun-2021","IITA-TMS-IBA000070"
"TMEB7",-1.44272422847042,0.849947145585705,0.554446096011258,0.307410473382125,"Osun-2021","IITA-TMS-IBA000070"
"TMS-13F1049P0001",-2.05737621653254,0.828999670865665,0.574484983829422,0.330032996645491,"Osun-2021","IITA-TMS-IBA000070"
"TMS-13F1053P0010",-0.592728028277951,0.902797206074524,0.612893017957173,0.375637851460652,"Osun-2021","IITA-TMS-IBA000070"
"TMS-13F1088P0007",-0.334605536669437,0.862915572267621,0.5481143691912,0.300429361713867,"Osun-2021","IITA-TMS-IBA000070"
"TMS-13F1153P0001",-1.42402188569319,0.879007046099466,0.577013068025329,0.332944080672002,"Osun-2021","IITA-TMS-IBA000070"
"TMS-13F1160P0004",-1.44027460760012,0.818535720736883,0.535881690670402,0.287169186395768,"Osun-2021","IITA-TMS-IBA000070"
"TMS-13F1307P0016",-0.573853341020462,0.797099834180761,0.494790711741675,0.244817848425834,"Osun-2021","IITA-TMS-IBA000070"
"TMS-13F1343P0022",-1.53835860326135,0.930733386182336,0.670384570389592,0.449415472216438,"Osun-2021","IITA-TMS-IBA000070"
"TMS-13F1343P0044",-0.695356320857291,0.890470236049872,0.598721149264155,0.35846701457619,"Osun-2021","IITA-TMS-IBA000070"
"TMS-13F2110P0008",-1.23800244772868,0.838628404416007,0.583851912637048,0.340883055889939,"Osun-2021","IITA-TMS-IBA000070"
"TMS-14F1035P0004",-0.75340287435001,0.843242194114812,0.522589933203195,0.27310023828532,"Osun-2021","IITA-TMS-IBA000070"
"TMS-14F1195P0005",-0.0294301872824372,0.870267995265757,0.566897279261016,0.321372525233542,"Osun-2021","IITA-TMS-IBA000070"
"TMS-14F1223P0007",-0.618575702584195,0.81377118246382,0.510854714531313,0.260972539358869,"Osun-2021","IITA-TMS-IBA000070"
"TMS-14F1287P0008",-1.288733359141,0.875871644602413,0.56672836909793,0.3211810443404,"Osun-2021","IITA-TMS-IBA000070"
"TMS-14F1291P0003",-1.00648415353427,0.79592719718374,0.501588052423293,0.251590574333792,"Osun-2021","IITA-TMS-IBA000070"
"TMS-14F1301P0013",-0.208331671946757,0.842092753180786,0.525243495364665,0.275880729422891,"Osun-2021","IITA-TMS-IBA000070"
"TMS-14F1306P0015",-1.27016941362744,0.844792329941488,0.526585655001008,0.27729245205284,"Osun-2021","IITA-TMS-IBA000070"
"TMS-14F1310P0004",-1.56344575711854,0.94997956002841,0.685635217007051,0.470095650800306,"Osun-2021","IITA-TMS-IBA000070"
"TMS-14F1310P0015",-1.26887096412601,0.798327601316065,0.518828220481584,0.269182722368087,"Osun-2021","IITA-TMS-IBA000070"
"TMS-IBA961632",-0.655590081348029,0.794554474040624,0.527379790916401,0.278129443867027,"Osun-2021","IITA-TMS-IBA000070"
